restaurant_name,image_url,rating,cuisine,location,delivery_time
Sahana's (Since 1993),"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ea4b2040bf61feaf7f21e50bb97350bd",4.1,"South Indian, Biryani, Seafood, Andhra, Healthy Food",Koramangala,30-35 mins
Sri Ganesha Bombay Vadapav Corner,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/lynwmpukcdxjrizoklfa",4.5,"Snacks, North Indian",Seshadripuram,30-35 mins
Polamma's Mess,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/k5gosfpbh24hgalemks3",4.5,"Andhra, North Indian, Biryani, Chinese",Adugodi,35-40 mins
Mithaicana,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/23/f133e7ce-d8f0-49fc-a5a1-5bf90e5d988c_862705.jpg",4.6,"Sweets, Snacks",Jayanagar,30-35 mins
Sri Udupi Vaibhava,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/bcb34648910eafbe692620350e181ada",4.4,"South Indian, Chinese",Jayanagar,25-30 mins
Suzy Q,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/als9xfk5lkrvizbq3lhx",4.5,"Indian, Continental, Seafood, Asian, Chaat, Desserts",Cunningham Road,35-40 mins
Hotel Udupi Ruchi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/lzgkcy0dfmtpyrxlgjhu",4.4,"South Indian, Chinese, Desserts, North Indian",Rajajinagar,30-35 mins
Savoury Seashell Restaurant,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/1d1eb5dd30e6fb121ac8801d2b187605",4.3,"Arabian, Indian, Chinese, Tandoor, Biryani, Seafood, Kerala",BTM Layout,35-40 mins
Hotel Prakruthi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/p0o9d1ezpord8curc9hz",4.2,"briyani, Indian, South Indian",Vijayanagar,30-35 mins
Happy Platter,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/154154a2bf63a2091cfeef6b70d229bf",4.3,"Chinese, Indian, Pan-Asian, Beverages",Rajajinagar,30-35 mins
Uttara Karnataka Jolada Rotti & Chapati Angadi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/qopq1zaqhofdpuvolwh7",4.3,"South Indian, Snacks, Sweets",Banashankari,35-40 mins
Deccan Paradise,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/099ae77213e230befb470d2cc03591b4",4.3,"Indian, North Indian, Chinese",Gopalapura,30-35 mins
Vinny's,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/8/9/78d0560a-882d-49e1-8f31-86345f3429db_24756.jpg",4.4,"Italian, Pizzas, Pastas, Beverages",Banashankari,30-35 mins
Shivanna Military Hotel,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/cdfdc48e47a83322f0a1816e9d457f57",4.2,"South Indian, Indian, Snacks",Basaveshwara Nagar,35-40 mins
New Shanthi Sagar(Old) - Hosahalli Metro Station,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/wb87kmauijzf62dlnmnv",4.5,"Chinese, Desserts, Jain, North Indian, South Indian",Vijayanagar,30-35 mins
Vijayalakshmi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/r94u50lcikbaqulaofdi",4.4,"South Indian, North Indian, Chinese",Basavanagudi,20-25 mins
Gokul Veg,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/zdbcuis4zrpyuebesrtu",4.5,"North Indian, Jain, Indian, Beverages, Desserts",Basavanagudi,25-30 mins
Namaste,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/n7a1waemytumnm8t0pkd",4.4,"South Indian, Thalis, Snacks, Biryani, Indian, Chinese, Desserts, Beverages",Malleshwaram,35-40 mins
RNR Biryani - Taste of 1953,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/fur8m2ns9ikd4waybpoq",4.4,"Biryani, South Indian, Kebabs, Beverages, Desserts",Jayanagar,25-30 mins
ZAZA Mughal Biryani,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/24/6dfd4982-fbe9-4188-95f1-548061c61f73_425575.JPG",4.1,"Biryani, North Indian, Awadhi",Mysore Road,15-25 mins
DiabeSmart - Sugarfree Foods,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/4/0691fb6b-9385-404f-a2bc-60eae4a69c62_878306.jpg",4.5,"Continental, Healthy Food, North Indian, Biryani",AUSTIN TOWN,25-30 mins
New Prashanth Hotel,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/e7cb60eb01a49fbe8a5f8ed506294121",4.4,"Biryani, Beverages, Indian",Basavanagudi,15-20 mins
Donne Biryani House,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/5/5223b18f-086c-408c-aa44-d94f6685153f_921281.JPG",,Biryani,Jayanagar,25-30 mins
Food Paradise,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/vzzti3tuxawfhkpdtbwh",4.1,"Mughlai, North Indian, Chinese",Seshadripuram,35-40 mins
Udupi Aatithya,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/2e42f2325907193833bd0a871196fe61",4.5,"South Indian, Beverages",Basavanagudi,15-20 mins
Shanthi Sagar,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/8/9/d976db61-93a4-441d-8d29-b75ef6fc2144_939363.jpg",4.2,"Chinese, South Indian",Basavanagudi,15-20 mins
Hotel Dwarka,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/aqndq5znlt3iifroa1mt",4.6,South Indian,Basavanagudi,20-25 mins
Chinese Square,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/gk6xrjcty3mslfujlbrv",4.3,"Chinese, Beverages, Juices",Basavanagudi,20-25 mins
Kulfilicious,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/26cfd407e02f2d722feb33e9aaedead9",4.4,"Indian, Desserts",Jayanagar,30-35 mins
Bheema's,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/aff0be3ebc62e299701c087b8dcd1c0d",4.5,Andhra,Central Bangalore,30-35 mins
Beyondburg Inc,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/cbf725cf7f6e603aa14893125098466c",4.7,"Burgers, Fast Food, American, Beverages",Central Bangalore,35-40 mins
Pizza Galleria,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/12/b104a8f6-1801-4d1c-8270-7b7a82403ede_924631.jpg",4.1,"Beverages, Juices, Grill, Snacks, Pizzas, Pastas",Basavanagudi,25-30 mins
Dairy Day Ice Creams & Frozen Desserts,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/22/646de341-8e99-462f-a896-8a9bba083d57_727378.JPG",4.4,"Ice Cream, Desserts, Ice Cream Cakes",Basavanagudi,25-30 mins
Kulfi Shulfi (Bombay Kulfis),"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/qfco4ai4ss9z2ukmykw2",4.7,"North Indian, Desserts",Basavanagudi,20-25 mins
Rajasthani Dhaba,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/w85ed8ajt45iitzrfvih",4.2,"North Indian, Rajasthani, Snacks, Chaat",Shanthi Nagar,25-30 mins
Juice Junction,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/q8agywer8hwfawv51ghh",4.6,"Beverages, Juices",Wilson Garden,25-30 mins
Bombay Ice Cream Co,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/22/c364edfa-505b-4db5-a539-1678b9fa4b5c_846938.JPG",4.1,"Ice Cream, Desserts",Banashankari,30-35 mins
Makhani Darbar,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/c583da4b69d264ffe705e5918fad0e98",4.0,"Kebabs, Mughlai, Beverages, Desserts",Rashtriya Vidyalaya Rd,25-30 mins
Vital Bowls - Salads & more,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/22/e39d8a2a-ff17-4770-8146-14fd1a1accf7_874310.jpg",4.1,"Healthy Food, Salads, Beverages, Keto",Jayanagar,25-30 mins
Wendy's Flavor Fresh Burgers,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/f1aa621021a2826088089b89842d4e7c",4.3,"Burgers, American, Fast Food, Snacks, Beverages",Shantinagar,30-35 mins
Shree Mahalakshmi Sweets,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/wuy6nmndzn1gawonbfp2",4.3,"Sweets, Snacks",Basavanagudi,25-30 mins
Myfroyoland - Premium Frozen Yogurt,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/66ba31eba5e7f1a457fb460d07306c11",4.6,"Desserts, Ice Cream, Healthy Food",Seshadripuram,25-30 mins
Paratha Wala,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/hve9etwoahpbkuaanhdz",4.2,North Indian,Basavanagudi,30-35 mins
Anand Sweets & Savouries,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/8d786951646dc137f9bf859727f90391",4.7,"Sweets, Chaat, Snacks, Desserts, North Indian",Jayanagar,25-30 mins
Starbucks Coffee,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/3/5bdd318d-fe96-401f-ba94-b91c7b9a4abe_413324.JPG",4.4,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream",Binnipete,35-40 mins
Chaayos Chai+Snacks=Relax,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/17/dfbcecfc-b380-4648-930a-b9b56b21e781_415734.JPG",4.6,"Bakery, Beverages, Chaat, Desserts, Home Food, Italian, Maharashtrian, Snacks, Street Food, Sweets",Malleshwaram,35-40 mins
Kanti Sweets,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/nppfux5r8ejczyvfsmo4",4.5,Sweets,Gandhi Bazar,20-25 mins
The Biryani Life,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/woekdmnel2wvc9dpbmms",3.9,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, Desserts, Beverages",Jayanagar,25-30 mins
"Rolls Mania - Rolls, Wraps & More","https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/eyu9u1yyxzbopxdridcd",4.4,"Rolls & Wraps, Fast Food, Snacks, Beverages",Central Bangalore,35-40 mins
Sri Devi Hotel,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/29/d0d7595f-a85e-461a-b933-62d333b01084_900141.jpg",,"Chinese, Biryani",Basaveshwaranagar,35-40 mins
Donne Biriyani Angadi Mane,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ejqg3ndme4g3hegtswtd",4.3,"Biryani, Beverages",Rajajinagar,30-35 mins
Vijayalakshmi Veg,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/jexqhtczrjygqf1qregs",4.4,"South Indian, Chinese",Malleshwaram,30-35 mins
Biriyani Mane,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ai6xbov7kz3lenfbjofe",4.3,"Chinese, South Indian, Andhra, Mughlai, Seafood, Hyderabadi",Jayanagar,30-35 mins
Kanti Bakes And Flakes,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/j4yuk6yvb4sx1vqwewqt",4.5,Sweets,Brigade Road,30-35 mins
Savi Sagar,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/jj1wr8rei6c7tqnlsxrp",4.3,"South Indian, North Indian, Chinese, Beverages",Rajajinagar,30-35 mins
Sri Sai 99 Variety Dosa,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/cmbhsmaqzxyt7wvcloc7",4.1,"North Indian, South Indian",Basavanagudi,35-40 mins
Nisarga,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/n1hxw0tvciqnymlqbhev",4.5,"Andhra, Chinese, Coastal, Desserts, North Indian, Seafood",Vijayanagar,30-35 mins
Hyderabadi Biryani Hotel,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/6087ee14b9ede7e3d0b127fb75d919fc",4.3,"Hyderabadi, Biryani, Chinese, North Indian",Malleshwaram,30-35 mins
Biggies Burger,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/92baccb5da849fc6f36972dff80145d6",4.1,"Burgers, Fast Food",Malleshwaram,45-50 mins
Andhra Gunpowder,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/bs9qgsy25pn07pzn6xx1",4.6,"Andhra, Biryani, South Indian",Seshadripuram,30-35 mins
Third Wave Coffee,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/d96267738c19ec62acb5390e52faba41",4.3,"Beverages, Bakery, Continental",Ashok Nagar,40-45 mins
HRX by EatFit,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/8/1/f311b93a-963f-435d-b30d-43ffefb8d1fa_558773.jpg",4.6,"Healthy Food, Salads, Burgers",Cunningham Road,30-35 mins
Chickpet Donne Biryani House,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/orlqk94usnkgjq7zoun8",4.2,"Biryani, Kebabs, South Indian",Jayanagar,25-30 mins
Al-Bek,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/teg1rujhfwroaoig95qs",4.2,"Arabian, Tandoor, Biryani",Rajajinagar,25-30 mins
Amadora Gourmet Ice Cream,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/18/a0d99957-9f36-43ce-bf8e-01721cbd97af_737841.jpg",4.7,"Ice Cream, Desserts, Cakes and Pastries",Vittal Mallaya,30-35 mins
"Art Of Delight - Ice Creams, Sundaes And Desserts","https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/jiq5z0okopkz2onicuru",4.7,"Ice Cream, Desserts, Beverages",Jayanagar,35-40 mins
Trattoria by Toscano,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/9062f9b8ce409050a3123782765e74de",4.4,"Italian, Pizzas, Pastas, Continental, Desserts, Bakery",Jayanagar,30-35 mins
ITC Sunfeast Baked Creations,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/8/14/ad211d76-046b-4546-a605-7787ca7e33e8_853145.jpg",4.7,"Bakery, Desserts, Continental, Cafe, Snacks","Diagonal Road, 3Rd Block",30-35 mins
Aubree,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/65faa4b5046cb2215fe285a8b96c9bd7",4.5,"Desserts, Bakery",Shivajinagar,35-40 mins
Punjabi Dhaba,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/twtr08tr9so9hoa9sgcs",4.2,Punjabi,Malleshwaram,30-35 mins
Veg Daawat by Behrouz,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/2b579171cefc545ce6479e21c0016798",4.7,"Biryani, North Indian, Kebabs, Mughlai, Lucknowi, Hyderabadi, Desserts, Beverages",Jayanagar,25-30 mins
Go Zero Ice Creams & Desserts,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/23/a5b90d88-4e9d-47e9-b039-eb418b517489_846325.JPG",4.4,"Ice Cream, Desserts, Healthy Food",Jayanagar,20-25 mins
The Pizza Project by Oven Story,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/f1b907b0b8f86c62e4fc347c6b1434e6",4.1,"Pizzas, Italian, Desserts, Beverages",Jayanagar,25-30 mins
Chaatimes,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/17/b243d5ef-39cd-46aa-9bf1-7ab81b47a0a8_910504.jpg",,"Street Food, Fast Food",Basavanagudi,30-35 mins
Paratha House,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/sd6kf1bwfvrn6jw1gwjx",4.2,North Indian,Shanti Nagar,30-35 mins
McDonald's Gourmet Burger Collection,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/szqn9utt312dwsstoxew",4.3,"Burgers, Beverages, Cafe, Desserts",Basavanagudi,20-25 mins
Mealful Rolls - India's Biggest Rolls,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/24/c9d826ce-2215-426b-89cb-350af02b33aa_425572.JPG",4.2,"Fast Food, Snacks, North Indian, Desserts",City Market,20-30 mins
Havmor Havfunn Ice Cream,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/49845b494b1e637209b7bd1c7ca184ad",4.5,"Ice Cream, Ice Cream Cakes, Desserts, Beverages",Basavanagudi,20-25 mins
Dakshin,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ynv7kgpbox94o7ulgehu",4.0,"Andhra, South Indian, Biryani",Shanti Nagar,25-30 mins
Hotel Annapoorna,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/phra45brigwiuxtbeein",4.5,"Biryani, Andhra",Central Bangalore,25-30 mins
Rolls Kitchen,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/y7e8zdaagxrwxs3dnhnd",4.4,Fast Food,Shanti Nagar,20-25 mins
Paradise Biryani,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/9/39a65ace-1068-4823-86bf-887991751e2a_195407.JPG",4.1,"Biryani, Kebabs, North Indian, Hyderabadi",Rajajinagar,30-35 mins
Hotel Prince,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/7d5ce5a0c5ac2567f9884f5ea70cf58d",4.4,"North Indian, Chinese, Biryani, Fast Food",Malleshwaram,35-40 mins
Sweet Chariot,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/60a8b98fc9d14de1acff6cad0731923b",4.5,"Bakery, Cakes and Pastries",Rajajinagar,30-35 mins
Senoritas Mexican kitchen by Little Italy,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/52651bb1e10e78b5ca399b292f99a7ad",4.1,"Fast Food, Mexican",Jayanagar,30-35 mins
Boba Tree,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/b485ddc09a20840c6903a2d7c1de65a0",4.3,Beverages,Sampangi Rama Nagar,30-35 mins
A1 Chips,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/8f5e34d4cc10e3eb4205e777fd06e0a9",4.7,"Indian, Snacks, Sweets",Jayanagar,25-30 mins
Fricken Chicken,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/30/0c141678-8379-4044-9760-e456f56b1d2a_901462.jpg",,"Pizzas, Pastas, Italian, Desserts, Beverages",Jayanagar,30-35 mins
Khichdi Bar,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/3/403fb547-e6f9-4277-b081-becd37d9f5e5_838824.jpg",4.2,"Home Food, Healthy Food, North Indian, Indian",V V Puram,25-30 mins
Apna dhaba,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/nqj8gpmvzmwxezjxy2xz",4.3,"Punjabi, Jain",Basavanagudi,25-30 mins
Chaat Ka Chaska,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/a711dae1a63595b50dda872517c73870",4.3,"North Indian, Street Food, Chinese, Continental, Beverages",Basavanagudi,25-30 mins
Amma's Pastries,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/scpyodntzvbs4h9grwra",4.5,"Bakery, Desserts",Jayanagar,25-30 mins
MTR,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ilszkgjxeloz8w0lowde",4.6,South Indian,Malleshwaram,25-30 mins
Bombay Kulfi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/7ae268e777acd1b70bd03b128820fb45",4.1,"Ice Cream, Desserts",Jayanagar,30-35 mins
Nothing Before Coffee,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/b6b31f88ed6d93bc238bd461262bdc73",4.6,"Italian, Snacks, Pizzas, Cafe",Jayanagar,25-30 mins
Naadbramha Idli,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/5/d3b609d8-cf13-4575-8fb3-e373f769d8b5_866761.JPG",4.3,South Indian,AUSTIN TOWN,25-30 mins
Hotel Ngt Non Veg,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/muka3jy3b0rxnjw8q8ve",4.3,Indian,Vijayanagar,30-35 mins
New Agarwal Bhavan,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/e03610fb60dc1f1c6773b96ea72baaf2",4.5,"Sweets, Bakery, Snacks",Sadashiv Nagar,35-40 mins
New Shanti Sagar,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/pipaashmrwvk8vkf2mrh",4.4,"South Indian, Chinese, North Indian, Fast Food",Rajajinagar,30-35 mins
Shyamji's Chole Bhature,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/573ce264ceb9c76d27aaa0b7cb1e36c8",4.3,"Street Food, Chaat",Malleshwaram,30-35 mins
Malgudi's Donne Biriyani,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/eocm08k04yuus9u2abiu",4.3,Biryani,Malleshwaram,30-35 mins
Richie Rich,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/t8pkvvuhdgyoitxgdqlz",4.6,"Desserts, Snacks, Chaat, Ice Cream",Race Course Road,25-30 mins
Empire Juices and Desserts,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/3555be5ec733c354a72ca836179c4584",4.3,"Ice Cream, Juices",Majestic,40-45 mins
Purani Dilli By Anand Sweets,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/3382cca4f0b3a8fed179b7c348c79fc6",4.3,"Indian, Sweets, Desserts",Banashankari,30-35 mins
Sorbetto - Ice Creams,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/8e7a7b397bedfd0c2f040d20c2e75968",4.4,"Ice Cream, Desserts",Jayanagar,35-40 mins
Swathi Greenland,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/iulit8vptb2uqhw38jwq",4.4,"Biryani, Andhra, Chinese, Desserts",Vijayanagar,30-35 mins
Brahmins' Thatte Idli,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/pe1savupw5miak1g0ylt",4.5,South Indian,Malleshwaram,30-35 mins
Chickpet Donne Biriyani House,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/fteu5ifwzbid3fkyfcpi",4.1,"Biryani, Kebabs, Chinese",Rajajinagar,30-35 mins
Aromas of Biryani,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/7d83016d319aebcb90ac3c9c106987a3",4.3,Biryani,Jayanagar,30-35 mins
